MCestimate  MCerror
42308.99821510348 90.9814344636552
42314.73205486319 91.03534607737436
42349.22626920277 89.79652444809003
42105.54439898014 89.85624146922522
42237.06976933518 89.96119041019347
42112.19194907265 89.62740486049364
42242.31889831642 90.79614594264915
42100.46382504992 90.01224667012413
42297.25159844323 90.11494413591953
42230.73824362848 90.44468943801859
42278.37096368303 90.06251398744247
42397.3850665597 91.16034979618554
42012.81152703371 89.54925755426804
42200.195205969925 90.07022454036735
42251.97798136706 90.68414758648896
42314.591046204136 90.73669765235472
42157.07078495393 89.90219797491552
42376.27385970497 89.857048621754
42373.70913058638 90.71401441276733
42244.42815816475 89.85450054465007
42074.10998890863 90.06562898692559
42166.05352339768 89.17107597622346
42162.96217266376 89.91287619367824
42134.63708552645 89.31843841994792
42139.47796017314 90.33978078669008
42144.96064317656 89.9132740556188
42151.42283564745 90.1527275021434
42239.18149319867 90.54975357738333
42201.06704847566 89.91585187562922
42292.07239479045 90.8932492661473
42217.66598586357 90.53163044144507
42174.847947150156 90.25960907231051
42265.14122703558 90.06270985458133
42326.61304756431 89.88334478830767
42279.8950879778 90.81365476965736
42224.35457020847 90.60992262897655
42232.57037453268 90.72885692547467
42249.841288561576 90.01726946702854
42249.17575947708 90.97420220016573
42235.99017217401 90.2534560182406
42170.923235074704 89.79903483677889
42087.587416460905 89.34813008408061
42223.45729709035 90.04875877155783
42264.6757539466 90.17902990185024
42198.1033952889 89.77280207769451
42193.3816860104 89.65280061979247
42140.11327299694 90.02465746495425
42186.4987124625 90.08707300015605
42295.52816251012 90.44602896941133
42161.472765641185 89.82485007819669
42053.479927931745 89.87260884677478
42135.1036107207 90.0513833840483
42288.69147817819 89.92960777562486
42318.1895321749 90.4493151449047
42214.260577092464 90.47155376034283
42172.4786531438 89.23285692200461
42147.789812518706 89.25560688298722
42187.02631466829 89.94423647496326
42202.8241414579 90.69567729532783
42114.6390858854 90.3561156482499
42262.43399143036 91.01668560141206
42348.49698644816 91.53278070874603
